"ID","Sex","Age","Salary"
4880,"Male",26,4389
4881,"Male",25,3100
4882,"Male",23,8871
4883,"Male",28,4262
4884,"Male",21,3564
4885,"Male",22,4929
4886,"Male",21,6139
4887,"Male",20,5226
4888,"Male",22,2273
4889,"Male",29,3131
4890,"Male",22,3351
4891,"Male",23,4398
4892,"Male",27,4802
4893,"Male",20,2998
4894,"Male",26,1552
4895,"Male",24,1968
4896,"Male",20,1812
4897,"Male",29,2134
4898,"Male",29,5056
4899,"Male",29,2730
4900,"Male",20,2669
4901,"Male",26,3526
4902,"Male",22,3266
4903,"Male",29,1825
4904,"Male",21,1466
4905,"Male",20,910
4906,"Male",21,5207
4907,"Male",21,4605
4908,"Male",25,4187
4909,"Male",24,2698
4910,"Male",25,3720
4911,"Male",22,1975
4912,"Male",22,1879
4913,"Male",26,1937
4914,"Male",25,4768
4915,"Male",21,5311
4916,"Male",23,3502
4917,"Male",23,1266
4918,"Male",27,2045
4919,"Male",28,2923
4920,"Male",23,3662
4921,"Male",22,3979
4922,"Male",27,2055
4923,"Male",27,3116
4924,"Male",21,2207
4925,"Male",25,1252
4926,"Male",28,1586
4927,"Male",29,5880
4928,"Male",29,6776
4929,"Male",21,4070
4930,"Male",29,3235
4931,"Male",25,2144
4932,"Male",23,3623
4933,"Male",23,3999
4934,"Male",27,2746
4935,"Male",24,3301
4936,"Male",25,3891
4937,"Male",25,1804
4938,"Male",28,2210
4939,"Male",21,5311
4940,"Male",24,6026
4941,"Male",29,1437
4942,"Male",26,3152
4943,"Male",25,2325
4944,"Male",26,5010
4945,"Male",23,2678
4946,"Male",22,3204
4947,"Male",27,2814
4948,"Male",21,1815
4949,"Male",25,3535
4950,"Male",21,2451
4951,"Male",25,3114
4952,"Male",21,3691
4953,"Male",23,3045
4954,"Male",21,2416
4955,"Male",22,1892
4956,"Male",23,1267
4957,"Male",29,2708
4958,"Male",22,3332
4959,"Male",28,1991
4960,"Male",22,2709
4961,"Male",25,1483
4962,"Male",28,5268
4963,"Male",20,3970
4964,"Male",22,2165
4965,"Male",26,2872
4966,"Male",27,3527
4967,"Male",29,5429
4968,"Male",26,3210
4969,"Male",27,2212
4970,"Male",26,3053
4971,"Male",26,5748
4972,"Male",27,2488
4973,"Male",28,4307
4974,"Male",25,3274
4975,"Male",28,2802
4976,"Male",22,2670
4977,"Male",25,1804
4978,"Male",22,9077
4979,"Male",26,4942
4980,"Male",28,6620
4981,"Male",27,1175
4982,"Male",21,4531
4983,"Male",21,2070
4984,"Male",20,4433
4985,"Male",21,2217
4986,"Male",23,5688
4987,"Male",24,3069
4988,"Male",29,4369
4989,"Male",20,2459
4990,"Male",28,7002
4991,"Male",28,3435
4992,"Male",26,4803
4993,"Male",20,4496
4994,"Male",23,1949
4995,"Male",20,3365
4996,"Male",22,7284
4997,"Male",25,2037
4998,"Male",27,1813
4999,"Male",25,1532
5000,"Male",27,4155
5001,"Male",20,1603
5002,"Male",28,1810
5003,"Male",25,1309
5004,"Male",29,5536
5005,"Male",22,3213
5006,"Male",21,2875
5007,"Male",20,1230
5008,"Male",21,2424
5009,"Male",29,1530
5010,"Male",24,4113
5011,"Male",27,3415
5012,"Male",29,4011
5013,"Male",23,7714
5014,"Male",21,3209
5015,"Male",22,1625
5016,"Male",24,3336
5017,"Male",27,982
5018,"Male",22,1633
5019,"Male",27,1111
5020,"Male",22,1503
5021,"Male",25,1707
5022,"Male",26,6266
5023,"Male",22,4192
5024,"Male",20,3729
5025,"Male",22,4803
5026,"Male",21,6254
5027,"Male",23,3153
5028,"Male",28,2245
5029,"Male",22,2271
5030,"Male",22,3577
5031,"Male",20,4079
5032,"Male",22,2001
5033,"Male",21,3239
5034,"Male",20,5226
5035,"Male",22,2263
5036,"Male",22,2095
5037,"Male",20,3386
5038,"Male",26,5650
5039,"Male",20,2019
5040,"Male",20,4875
5041,"Male",29,3573
5042,"Male",25,1124
5043,"Male",24,5174
5044,"Male",21,2285
5045,"Male",22,2599
5046,"Male",20,7109
5047,"Male",26,2093
5048,"Male",24,2905
5049,"Male",27,1940
5050,"Male",28,2363
5051,"Male",22,5839
5052,"Male",27,4222
5053,"Male",28,2255
5054,"Male",20,1982
5055,"Male",22,5059
5056,"Male",21,2782
5057,"Male",22,3692
5058,"Male",20,1695
5059,"Male",24,1096
5060,"Male",21,2554
5061,"Male",28,2931
5062,"Male",23,4317
5063,"Male",28,3468
5064,"Male",29,2459
5065,"Male",25,5964
5066,"Male",22,3728
5067,"Male",20,11465
5068,"Male",28,2939
5069,"Male",20,1647
5070,"Male",24,1695
5071,"Male",28,1302
5072,"Male",26,2210
5073,"Male",25,3050
5074,"Male",27,2752
5075,"Male",21,1336
5076,"Male",26,1567
5077,"Male",24,1922
5078,"Male",21,3487
5079,"Male",20,1457
5080,"Male",22,1812
5081,"Male",24,1540
5082,"Male",23,3691
5083,"Male",22,2008
5084,"Male",22,2340
5085,"Male",21,1054
5086,"Male",22,1262
5087,"Male",23,1500
5088,"Male",22,3900
5089,"Male",20,5143
5090,"Male",22,7564
5091,"Male",28,1557
5092,"Male",24,3545
5093,"Male",25,3718
5094,"Male",20,6196
5095,"Male",21,9396
5096,"Male",21,1918
5097,"Male",24,5335
5098,"Male",22,1837
5099,"Male",29,2432
5100,"Male",29,4295
5101,"Male",20,6372
5102,"Male",26,3009
5103,"Male",26,1226
5104,"Male",23,7239
5105,"Male",26,3774
5106,"Male",25,4840
5107,"Male",23,2135
5108,"Male",23,4287
5109,"Male",24,2158
5110,"Male",20,4000
5111,"Male",28,2057
5112,"Male",24,3528
5113,"Male",24,1835
5114,"Male",22,3135
5115,"Male",29,2140
5116,"Male",26,4521
5117,"Male",21,2046
5118,"Male",23,2911
5119,"Male",22,4275
5120,"Male",24,3579
5121,"Male",20,2350
5122,"Male",26,3295
5123,"Male",23,2717
5124,"Male",20,1605
5125,"Male",23,2912
5126,"Male",24,3449
5127,"Male",28,4523
5128,"Male",25,2410
5129,"Male",26,2178
5130,"Male",25,5898
5131,"Male",29,1939
5132,"Male",25,3138
5133,"Male",22,4032
5134,"Male",24,3751
5135,"Male",29,5346
5136,"Male",23,4343
5137,"Male",23,1631
5138,"Male",28,2542
5139,"Male",22,3295
5140,"Male",26,1112
5141,"Male",26,2945
5142,"Male",24,1247
5143,"Male",29,1437
5144,"Male",29,6052
5145,"Male",20,4765
5146,"Male",22,2699
5147,"Male",28,1755
5148,"Male",21,2380
5149,"Male",23,1647
5150,"Male",20,3410
5151,"Male",23,5164
5152,"Male",21,1554
5153,"Male",23,2227
5154,"Male",24,4402
5155,"Male",27,3784
5156,"Male",24,5924
5157,"Male",25,2536
5158,"Male",24,2504
5159,"Male",28,1533
5160,"Male",23,3239
5161,"Male",28,2329
5162,"Male",21,846
5163,"Male",22,4023
5164,"Male",27,2654
5165,"Male",24,1560
5166,"Male",25,3406
5167,"Male",27,9848
5168,"Male",25,3381
5169,"Male",22,3533
5170,"Male",28,4756
5171,"Male",22,1023
5172,"Male",29,3295
5173,"Male",25,1796
5174,"Male",23,2412
5175,"Male",28,3027
5176,"Male",20,2537
5177,"Male",22,1849
5178,"Male",20,4055
5179,"Male",20,4156
5180,"Male",21,6024
5181,"Male",28,1687
5182,"Male",23,3324
5183,"Male",24,1870
5184,"Male",23,4715
5185,"Male",22,3719
5186,"Male",26,7449
5187,"Male",21,2284
5188,"Male",25,4440
5189,"Male",25,2994
5190,"Male",21,2605
5191,"Male",29,4493
5192,"Male",23,2598
5193,"Male",27,6518
5194,"Male",21,1063
5195,"Male",24,6744
5196,"Male",27,2815
5197,"Male",27,4627
5198,"Male",20,2509
5199,"Male",27,2219
5200,"Male",24,2444
5201,"Male",23,2382
5202,"Male",24,2488
5203,"Male",27,5657
5204,"Male",22,2785
5205,"Male",24,1320
5206,"Male",26,3872
5207,"Male",23,4963
5208,"Male",23,1358
5209,"Male",23,5071
5210,"Male",21,1507
5211,"Male",26,2597
5212,"Male",24,5280
5213,"Male",21,3008
5214,"Male",23,1393
5215,"Male",25,2701
5216,"Male",26,5990
5217,"Male",24,2798
5218,"Male",28,4940
5219,"Male",22,1916
5220,"Male",25,6722
5221,"Male",27,4924
5222,"Male",25,5578
5223,"Male",28,4205
5224,"Male",29,4905
5225,"Male",26,1522
5226,"Male",20,4962
5227,"Male",26,5007
5228,"Male",25,2315
5229,"Male",23,2853
5230,"Male",23,2331
5231,"Male",28,1942
5232,"Male",28,5425
5233,"Male",29,2876
5234,"Male",26,3673
5235,"Male",25,3713
5236,"Male",21,5492
5237,"Male",28,8637
5238,"Male",25,2943
5239,"Male",23,3583
5240,"Male",28,6254
5241,"Male",25,2838
5242,"Male",22,1248
5243,"Male",22,2371
5244,"Male",22,5464
5245,"Male",26,2016
5246,"Male",28,2049
5247,"Male",23,4822
5248,"Male",24,7711
5249,"Male",23,2890
5250,"Male",20,6480
5251,"Male",21,7063
5252,"Male",21,1264
5253,"Male",28,2381
5254,"Male",21,3534
5255,"Male",25,2590
5256,"Male",22,7087
5257,"Male",22,4358
5258,"Male",22,2428
5259,"Male",23,3772
5260,"Male",20,2479
5261,"Male",25,2975
5262,"Male",24,2543
5263,"Male",27,3245
5264,"Male",22,6199
5265,"Male",24,1250
5266,"Male",21,3739
5267,"Male",27,4124
5268,"Male",23,2319
5269,"Male",28,5859
5270,"Male",24,4477
5271,"Male",27,1759
5272,"Male",23,4679
5273,"Male",26,1969
5274,"Male",26,2305
5275,"Male",26,6291
5276,"Male",22,2653
5277,"Male",24,4195
5278,"Male",21,2665
5279,"Male",29,5524
5280,"Male",23,6873
5281,"Male",21,3208
5282,"Male",22,2270
5283,"Male",21,4517
5284,"Male",27,2538
5285,"Male",23,5848
5286,"Male",25,3434
5287,"Male",28,5555
5288,"Male",20,1750
5289,"Male",20,2083
5290,"Male",24,6199
5291,"Male",20,3089
5292,"Male",27,2290
5293,"Male",26,3399
5294,"Male",24,1235
5295,"Male",25,3556
5296,"Male",29,7187
5297,"Male",20,3695
5298,"Male",27,2248
5299,"Male",25,2323
5300,"Male",21,3458
5301,"Male",26,5713
5302,"Male",23,2976
5303,"Male",26,2022
5304,"Male",28,5879
5305,"Male",24,6376
5306,"Male",28,2804
5307,"Male",27,1738
5308,"Male",26,4396
5309,"Male",21,2787
5310,"Male",29,6691
5311,"Male",20,4448
5312,"Male",29,1442
5313,"Male",27,2706
5314,"Male",28,2248
5315,"Male",26,1890
5316,"Male",23,4564
5317,"Male",20,1443
5318,"Male",21,1704
5319,"Male",20,4576
5320,"Male",22,3980
5321,"Male",22,3449
5322,"Male",27,2956
5323,"Male",25,3154
5324,"Male",22,3055
5325,"Male",23,2883
5326,"Male",21,9191
5327,"Male",27,4030
5328,"Male",28,2778
5329,"Male",27,3680
5330,"Male",28,2801
5331,"Male",22,2685
5332,"Male",22,3503
5333,"Male",21,5250
5334,"Male",21,2171
5335,"Male",26,4271
5336,"Male",27,2320
5337,"Male",22,1895
5338,"Male",24,2267
5339,"Male",22,2722
5340,"Male",21,5588
5341,"Male",25,1568
5342,"Male",24,1681
5343,"Male",24,1554
5344,"Male",22,3115
5345,"Male",29,4371
5346,"Male",22,4163
5347,"Male",26,5118
5348,"Male",24,1412
5349,"Male",27,9117
5350,"Male",20,2366
5351,"Male",21,3367
5352,"Male",28,3770
5353,"Male",25,2128
5354,"Male",28,2179
5355,"Male",22,3209
5356,"Male",20,1279
5357,"Male",28,1048
5358,"Male",21,1728
5359,"Male",22,2322
5360,"Male",28,3021
5361,"Male",27,1419
5362,"Male",23,1665
5363,"Male",22,2823
5364,"Male",23,2164
5365,"Male",20,8085
5366,"Male",24,6136
5367,"Male",26,4594
5368,"Male",24,3022
5369,"Male",22,2332
5370,"Male",20,1997
5371,"Male",25,2077
5372,"Male",22,5755
5373,"Male",27,3124
5374,"Male",20,2313
5375,"Male",25,2378
5376,"Male",26,2802
5377,"Male",26,4899
5378,"Male",27,5158
5379,"Male",21,2353
5380,"Male",23,2525
5381,"Male",27,1230
5382,"Male",26,2568
5383,"Male",27,2577
5384,"Male",27,2708
5385,"Male",27,2844
5386,"Male",23,5104
5387,"Male",25,4081
5388,"Male",26,1450
5389,"Male",29,1860
5390,"Male",21,1498
5391,"Male",23,2794
5392,"Male",23,3007
5393,"Male",22,2932
5394,"Male",28,1214
5395,"Male",23,5594
5396,"Male",28,2608
5397,"Male",21,4437
5398,"Male",24,2248
5399,"Male",26,8916
5400,"Male",22,3465
5401,"Male",22,4654
5402,"Male",28,2012
5403,"Male",24,1867
5404,"Male",26,2531
5405,"Male",28,783
5406,"Male",28,1725
5407,"Male",24,2959
5408,"Male",27,10686
5409,"Male",20,2750
5410,"Male",24,4359
5411,"Male",21,2402
5412,"Male",21,1842
5413,"Male",28,5814
5414,"Male",29,2038
5415,"Male",23,3872
5416,"Male",24,3741
5417,"Male",26,2833
5418,"Male",20,2331
5419,"Male",20,2965
5420,"Male",29,1309
5421,"Male",23,8288
5422,"Male",22,1196
5423,"Male",26,1160
5424,"Male",22,2733
5425,"Male",23,1229
5426,"Male",26,3907
5427,"Male",29,3654
5428,"Male",20,2228
5429,"Male",25,3420
5430,"Male",24,1242
5431,"Male",20,5029
5432,"Male",21,1449
5433,"Male",28,2205
5434,"Male",28,3696
5435,"Male",25,4919
5436,"Male",23,2540
5437,"Male",29,4454
5438,"Male",28,1195
5439,"Male",23,1769
5440,"Male",25,4879
5441,"Male",24,2214
5442,"Male",20,2150
5443,"Male",22,7673
5444,"Male",22,8318
5445,"Male",28,1510
5446,"Male",20,1467
5447,"Male",29,2993
5448,"Male",24,3099
5449,"Male",25,5358
5450,"Male",23,1677
5451,"Male",24,3164
5452,"Male",24,2607
5453,"Male",28,2463
5454,"Male",25,3705
5455,"Male",23,5374
5456,"Male",26,4408
5457,"Male",22,2005
5458,"Male",24,2273
5459,"Male",29,2874
5460,"Male",20,2722
5461,"Male",21,4425
5462,"Male",27,1001
5463,"Male",21,2283
5464,"Male",22,2895
5465,"Male",25,3791
5466,"Male",20,2960
5467,"Male",26,6142
5468,"Male",25,6246
5469,"Male",27,2382
5470,"Male",22,2332
5471,"Male",20,13697
5472,"Male",23,2114
5473,"Male",21,2459
5474,"Male",23,4084
5475,"Male",29,4645
5476,"Male",24,3604
5477,"Male",29,6323
5478,"Male",27,1626
5479,"Male",28,2571
5480,"Male",29,1762
5481,"Male",20,2332
5482,"Male",20,3357
5483,"Male",29,1481
5484,"Male",29,3752
5485,"Male",26,4077
5486,"Male",21,2563
5487,"Male",28,5711
5488,"Male",22,4928
5489,"Male",23,1153
5490,"Male",20,2480
5491,"Male",22,3830
5492,"Male",25,4855
5493,"Male",24,5670
5494,"Male",20,3048
5495,"Male",25,5358
5496,"Male",26,3323
5497,"Male",29,6609
5498,"Male",29,3624
5499,"Male",27,3226
5500,"Male",22,2615
5501,"Male",28,1554
5502,"Male",23,3055
5503,"Male",23,3627
5504,"Male",29,2240
5505,"Male",27,4118
5506,"Male",26,3420
5507,"Male",24,4527
5508,"Male",21,2670
5509,"Male",26,2425
5510,"Male",26,2658
5511,"Male",24,7571
5512,"Male",23,4878
5513,"Male",23,4595
5514,"Male",28,3027
5515,"Male",20,2768
5516,"Male",23,6082
5517,"Male",21,4741
5518,"Male",26,2823
5519,"Male",26,6269
5520,"Male",29,3159
5521,"Male",28,1108
5522,"Male",21,1842
5523,"Male",21,4822
5524,"Male",25,2528
5525,"Male",26,8127
5526,"Male",21,1507
5527,"Male",23,2575
5528,"Male",23,2888
5529,"Male",25,2224
5530,"Male",21,3433
5531,"Male",24,3973
5532,"Male",26,3082
5533,"Male",27,3174
5534,"Male",20,4788
5535,"Male",26,3268
5536,"Male",26,3296
5537,"Male",23,4939
5538,"Male",28,2976
5539,"Male",23,4585
5540,"Male",21,1958
5541,"Male",29,1840
5542,"Male",20,2955
5543,"Male",25,2624
5544,"Male",23,1417
5545,"Male",22,2856
5546,"Male",29,3373
5547,"Male",20,3216
5548,"Male",23,2174
5549,"Male",23,4281
5550,"Male",27,3770
5551,"Male",26,2453
5552,"Male",29,4644
5553,"Male",23,1764
5554,"Male",26,1725
5555,"Male",20,2401
5556,"Male",24,8364
5557,"Male",23,1950
5558,"Male",23,3742
5559,"Male",20,1225
5560,"Male",20,2849
5561,"Male",25,3530
5562,"Male",26,4179
5563,"Male",24,1985
5564,"Male",23,1913
5565,"Male",23,1250
5566,"Male",25,2738
5567,"Male",28,3733
5568,"Male",22,3409
5569,"Male",22,2774
5570,"Male",29,2756
5571,"Male",20,4312
5572,"Male",25,6075
5573,"Male",20,8591
5574,"Male",27,5810
5575,"Male",26,2472
5576,"Male",29,1269
5577,"Male",20,5047
5578,"Male",27,3641
5579,"Male",20,1988
5580,"Male",22,2016
5581,"Male",25,2622
5582,"Male",23,3235
5583,"Male",23,2233
5584,"Male",22,3247
5585,"Male",28,1694
5586,"Male",24,2955
5587,"Male",27,1548
5588,"Male",29,3679
5589,"Male",28,15055
5590,"Male",25,4109
5591,"Male",22,993
5592,"Male",24,778
5593,"Male",29,2631
5594,"Male",26,2211
5595,"Male",21,1429
5596,"Male",24,5712
5597,"Male",24,1782
5598,"Male",22,2392
5599,"Male",27,2903
5600,"Male",24,1170
5601,"Male",25,1408
5602,"Male",23,4869
5603,"Male",24,1964
5604,"Male",22,2232
5605,"Male",23,2105
5606,"Male",27,1213
5607,"Male",25,2521
5608,"Male",29,5813
5609,"Male",29,1302
5610,"Male",25,2185
5611,"Male",21,736
5612,"Male",23,2980
5613,"Male",22,2058
5614,"Male",25,4038
5615,"Male",24,4388
5616,"Male",26,2760
5617,"Male",21,2508
5618,"Male",28,3541
5619,"Male",24,2152
5620,"Male",25,2629
5621,"Male",20,5875
5622,"Male",25,999
5623,"Male",29,2742
5624,"Male",27,6475
5625,"Male",21,1986
5626,"Male",21,4046
5627,"Male",26,4491
5628,"Male",26,6174
5629,"Male",23,2091
5630,"Male",21,4552
5631,"Male",24,2815
5632,"Male",24,12744
5633,"Male",28,3508
5634,"Male",24,1880
5635,"Male",20,3171
5636,"Male",20,4091
5637,"Male",20,2918
5638,"Male",20,8931
5639,"Male",23,1557
5640,"Male",23,2111
5641,"Male",24,3503
5642,"Male",22,3880
5643,"Male",29,4984
5644,"Male",21,2535
5645,"Male",25,5900
5646,"Male",26,5380
5647,"Male",24,3393
5648,"Male",25,2543
5649,"Male",25,2631
5650,"Male",20,2254
5651,"Male",22,1618
5652,"Male",29,1699
5653,"Male",24,2346
5654,"Male",21,6684
5655,"Male",25,2564
5656,"Male",22,3852
5657,"Male",29,3894
5658,"Male",28,2028
5659,"Male",26,4457
5660,"Male",25,5630
5661,"Male",25,1571
5662,"Male",22,5353
5663,"Male",22,1474
5664,"Male",25,3946
5665,"Male",21,2019
5666,"Male",28,3196
5667,"Male",20,9399
5668,"Male",24,1482
5669,"Male",26,5727
5670,"Male",25,3406
5671,"Male",20,4346
5672,"Male",25,5389
5673,"Male",24,2555
5674,"Male",26,3311
5675,"Male",28,4523
5676,"Male",29,5060
5677,"Male",23,3202
5678,"Male",20,2526
5679,"Male",26,3287
5680,"Male",20,1757
5681,"Male",25,3112
5682,"Male",23,14205
5683,"Male",20,3023
5684,"Male",27,3912
5685,"Male",21,2834
5686,"Male",21,5238
5687,"Male",22,2279
5688,"Male",20,1062
5689,"Male",23,4615
5690,"Male",24,4697
5691,"Male",29,2832
5692,"Male",22,6758
5693,"Male",28,9451
5694,"Male",28,1405
5695,"Male",24,3749
5696,"Male",25,856
5697,"Male",27,1706
5698,"Male",28,3385
5699,"Male",24,5484
5700,"Male",29,2720
5701,"Male",26,4829
5702,"Male",27,1451
5703,"Male",21,3351
5704,"Male",26,3424
5705,"Male",23,2030
5706,"Male",23,8446
5707,"Male",21,2206
5708,"Male",24,7532
5709,"Male",23,2408
5710,"Male",25,2411
5711,"Male",29,3173
5712,"Male",26,2064
5713,"Male",27,4640
5714,"Male",27,5116
5715,"Male",25,2880
5716,"Male",24,2992
5717,"Male",21,1761
5718,"Male",28,2886
5719,"Male",24,4238
5720,"Male",24,2408
5721,"Male",23,2406
5722,"Male",20,4992
5723,"Male",27,1758
5724,"Male",24,1247
5725,"Male",22,2125
5726,"Male",27,1983
5727,"Male",25,3973
5728,"Male",28,3194
5729,"Male",23,5562
5730,"Male",21,1857
5731,"Male",27,3285
5732,"Male",24,1943
5733,"Male",28,1703
5734,"Male",25,8214
5735,"Male",25,3038
5736,"Male",28,8403
5737,"Male",20,4230
5738,"Male",25,6255
5739,"Male",28,3160
5740,"Male",27,2326
5741,"Male",23,2261
5742,"Male",28,5799
5743,"Male",29,8373
5744,"Male",20,1654
5745,"Male",27,1096
5746,"Male",26,1622
5747,"Male",20,3032
5748,"Male",24,4001
5749,"Male",24,2839
5750,"Male",21,3528
5751,"Male",24,4577
5752,"Male",20,2493
5753,"Male",22,2829
5754,"Male",24,3075
5755,"Male",26,4909
5756,"Male",28,4130
5757,"Male",21,1344
5758,"Male",25,4955
5759,"Male",25,5015
5760,"Male",22,2788
5761,"Male",20,1992
5762,"Male",24,3193
5763,"Male",28,2178
5764,"Male",22,7135
5765,"Male",25,2986
5766,"Male",28,2285
5767,"Male",29,4422
5768,"Male",28,2227
5769,"Male",26,4113
5770,"Male",20,2806
5771,"Male",22,4115
5772,"Male",23,3633
5773,"Male",26,6356
5774,"Male",26,1170
5775,"Male",29,2114
5776,"Male",21,5486
5777,"Male",22,1870
5778,"Male",25,4518
5779,"Male",29,2278
5780,"Male",20,1834
5781,"Male",21,2848
5782,"Male",24,2192
5783,"Male",20,2454
5784,"Male",21,1955
5785,"Male",23,2237
5786,"Male",22,1690
5787,"Male",28,6334
5788,"Male",27,4367
5789,"Male",23,1219
5790,"Male",29,5669
5791,"Male",24,8604
5792,"Male",26,2464
5793,"Male",23,2951
5794,"Male",22,8461
5795,"Male",27,6872
5796,"Male",26,2839
5797,"Male",29,4980
5798,"Male",29,4296
5799,"Male",20,8787
5800,"Male",24,4145
5801,"Male",26,5839
5802,"Male",26,5568
5803,"Male",20,3244
5804,"Male",20,1537
5805,"Male",20,1273
5806,"Male",29,2979
5807,"Male",26,3949
5808,"Male",21,7559
5809,"Male",24,4257
5810,"Male",24,1023
5811,"Male",22,3327
5812,"Male",20,3322
5813,"Male",27,1791
5814,"Male",20,2129
5815,"Male",29,2199
5816,"Male",21,3789
5817,"Male",20,2171
5818,"Male",23,8561
5819,"Male",23,2197
5820,"Male",28,1169
5821,"Male",25,3802
5822,"Male",29,3530
5823,"Male",23,3493
5824,"Male",26,3988
5825,"Male",21,3158
5826,"Male",22,2584
5827,"Male",21,1398
5828,"Male",25,2873
5829,"Male",20,1483
5830,"Male",22,2951
5831,"Male",26,2464
5832,"Male",23,1550
5833,"Male",22,2604
5834,"Male",27,3161
5835,"Male",24,3744
5836,"Male",23,9135
5837,"Male",22,1713
5838,"Male",24,1030
5839,"Male",26,4918
5840,"Male",21,2889
5841,"Male",28,6609
5842,"Male",27,2273
5843,"Male",24,4909
5844,"Male",20,2973
5845,"Male",21,4737
5846,"Male",26,2333
5847,"Male",28,1439
5848,"Male",22,2928
5849,"Male",28,2599
5850,"Male",23,3019
5851,"Male",29,2095
5852,"Male",25,2449
5853,"Male",27,4193
5854,"Male",26,1684
5855,"Male",20,2096
5856,"Male",28,1654
5857,"Male",23,3096
5858,"Male",26,3877
5859,"Male",27,2573
5860,"Male",29,2758
5861,"Male",25,2911
5862,"Male",28,1493
5863,"Male",20,2908
5864,"Male",24,2029
5865,"Male",28,3898
5866,"Male",27,2079
5867,"Male",28,2424
5868,"Male",27,1620
5869,"Male",20,2145
5870,"Male",22,2706
5871,"Male",21,9915
5872,"Male",28,2913
5873,"Male",26,822
5874,"Male",26,4390
5875,"Male",25,2912
5876,"Male",25,3379
5877,"Male",28,3395
5878,"Male",23,5570
5879,"Male",21,1963
5880,"Male",23,4119
5881,"Male",29,4107
5882,"Male",21,6536
5883,"Male",28,5087
5884,"Male",22,2004
5885,"Male",27,1680
5886,"Male",21,1582
5887,"Male",28,3839
5888,"Male",27,3260
5889,"Male",20,3404
5890,"Male",22,3236
5891,"Male",23,3860
5892,"Male",27,3759
5893,"Male",21,3868
5894,"Male",22,3205
5895,"Male",24,3022
5896,"Male",23,2918
5897,"Male",28,1066
5898,"Male",25,4076
5899,"Male",29,2764
5900,"Male",24,4843
5901,"Male",26,2891
5902,"Male",25,7926
5903,"Male",21,4161
5904,"Male",28,3416
5905,"Male",25,3168
5906,"Male",28,3035
5907,"Male",29,1160
5908,"Male",27,2169
5909,"Male",26,4505
5910,"Male",28,4710
5911,"Male",28,1051
5912,"Male",26,3770
5913,"Male",26,2938
5914,"Male",28,1043
5915,"Male",25,4794
5916,"Male",20,3168
5917,"Male",24,5646
5918,"Male",29,5129
5919,"Male",26,1575
5920,"Male",27,4208
5921,"Male",25,5442
5922,"Male",21,5042
5923,"Male",27,4888
5924,"Male",23,3112
5925,"Male",21,3384
5926,"Male",25,1512
5927,"Male",20,2526
5928,"Male",20,3962
5929,"Male",28,1995
5930,"Male",27,3256
5931,"Male",28,4264
5932,"Male",25,2331
5933,"Male",29,2634
5934,"Male",26,4357
5935,"Male",24,1139
5936,"Male",26,2014
5937,"Male",25,4558
5938,"Male",24,1626
5939,"Male",21,2177
5940,"Male",26,1438
5941,"Male",28,3083
5942,"Male",28,4430
5943,"Male",29,5146
5944,"Male",23,2155
5945,"Male",25,5894
5946,"Male",28,1895
5947,"Male",20,6115
5948,"Male",26,2925
5949,"Male",23,1922
5950,"Male",24,4533
5951,"Male",25,3830
5952,"Male",25,1538
5953,"Male",23,3143
5954,"Male",24,1510
5955,"Male",25,1540
5956,"Male",24,637
5957,"Male",22,2856
5958,"Male",21,1516
5959,"Male",21,6925
5960,"Male",27,4841
5961,"Male",28,2299
5962,"Male",23,5064
5963,"Male",28,3715
5964,"Male",26,3471
5965,"Male",26,3005
5966,"Male",29,4100
5967,"Male",21,3356
5968,"Male",28,2996
5969,"Male",25,1632
5970,"Male",28,5045
5971,"Male",20,1322
5972,"Male",26,1753
5973,"Male",27,2719
5974,"Male",20,3635
5975,"Male",27,2851
5976,"Male",27,1028
5977,"Male",29,3690
5978,"Male",29,2751
5979,"Male",21,2617
5980,"Male",25,8389
5981,"Male",23,2386
5982,"Male",29,759
5983,"Male",25,3890
5984,"Male",24,2480
5985,"Male",25,4437
5986,"Male",23,2522
5987,"Male",26,2677
5988,"Male",21,7429
5989,"Male",26,1945
5990,"Male",21,1749
5991,"Male",29,3815
5992,"Male",24,3274
5993,"Male",25,3238
5994,"Male",23,3001
5995,"Male",26,2684
5996,"Male",23,3193
5997,"Male",28,2159
5998,"Male",22,1237
5999,"Male",29,2852
6000,"Male",20,2290
6001,"Male",27,3886
6002,"Male",22,986
6003,"Male",24,4228
6004,"Male",23,6030
6005,"Male",24,1605
6006,"Male",22,2035
6007,"Male",22,4054
6008,"Male",28,1339
6009,"Male",27,4157
6010,"Male",28,2210
6011,"Male",21,1325
6012,"Male",21,5638
6013,"Male",23,1066
6014,"Male",22,3991
6015,"Male",28,2051
6016,"Male",29,1238
6017,"Male",24,2283
6018,"Male",29,6020
6019,"Male",21,2383
6020,"Male",26,2883
6021,"Male",21,2386
6022,"Male",27,2151
6023,"Male",27,3618
6024,"Male",25,5320
6025,"Male",31,3551
6026,"Male",33,5229
6027,"Male",36,4609
6028,"Male",31,4874
6029,"Male",31,5468
6030,"Male",38,6179
6031,"Male",39,2835
6032,"Male",38,1729
6033,"Male",38,9934
6034,"Male",37,5903
6035,"Male",35,5216
6036,"Male",38,4960
6037,"Male",39,4944
6038,"Male",33,7455
6039,"Male",30,6144
6040,"Male",34,6439
6041,"Male",35,4857
6042,"Male",34,4832
6043,"Male",34,4469
6044,"Male",30,11962
6045,"Male",30,7491
