"ID","Age_Retired","Last_Salary","Retirement_Savings","Monthly_Benefit","Replacement_Rate"
3773,64,1900,49242.52,276.35,"14.5%"
3774,64,3862,90717.75,509.11,"13.2%"
3776,61,2699,68451.73,384.16,"14.2%"
3777,63,6018,168291.82,944.46,"15.7%"
3778,65,11282,281985.02,1582.52,"14.0%"
3779,68,1996,55011.54,308.73,"15.5%"
3780,65,3407,81091.94,455.09,"13.4%"
3781,60,5114,129921.74,729.13,"14.3%"
3782,66,4755,111199.14,624.06,"13.1%"
3783,67,4786,143264.69,804.01,"16.8%"
3785,61,4249,131446.08,737.68,"17.4%"
3786,67,5870,141885.72,796.27,"13.6%"
3787,64,4620,113230.44,635.46,"13.8%"
3788,67,5887,146890.24,824.36,"14.0%"
3789,60,3945,122884.86,689.64,"17.5%"
3790,67,2194,68230.53,382.91,"17.5%"
3791,60,4213,113002.8,634.18,"15.1%"
3792,61,3889,94723.62,531.59,"13.7%"
3793,65,3541,113732.82,638.28,"18.0%"
3794,63,4236,103784.72,582.45,"13.7%"
3795,60,11289,258763.33,1452.2,"12.9%"
3796,60,2628,83017.44,465.9,"17.7%"
3797,62,2946,87399.16,490.49,"16.6%"
3798,67,3187,82959.97,465.58,"14.6%"
3800,66,2577,79886.17,448.33,"17.4%"
3801,61,3695,90555.27,508.2,"13.8%"
3802,62,2310,65804.85,369.3,"16.0%"
3803,63,2368,59090.89,331.62,"14.0%"
3805,60,5237,135318.86,759.42,"14.5%"
3806,65,6803,180875.2,1015.08,"14.9%"
3807,66,2762,96814.5,543.33,"19.7%"
3808,65,2485,83949.62,471.13,"19.0%"
3809,66,3344,110828.11,621.97,"18.6%"
3811,60,2460,89889.32,504.46,"20.5%"
3812,67,11601,289677.28,1625.69,"14.0%"
3814,62,2633,68488.82,384.36,"14.6%"
3815,62,2410,64136.13,359.94,"14.9%"
3816,66,4342,102455.45,574.99,"13.2%"
3817,66,6635,184840.38,1037.34,"15.6%"
3818,61,2139,74951.1,420.63,"19.7%"
3820,63,6182,143571.36,805.73,"13.0%"
3821,64,7716,176917.94,992.87,"12.9%"
3822,64,4544,108122.84,606.79,"13.4%"
3823,64,3700,99047.24,555.86,"15.0%"
3824,66,5528,122501.03,687.48,"12.4%"
3825,68,3889,96642.33,542.36,"13.9%"
3826,66,3315,101037.81,567.03,"17.1%"
3832,65,8411,209646.74,1176.55,"14.0%"
3833,68,2958,97428.72,546.78,"18.5%"
3834,63,3352,92297.52,517.98,"15.5%"
3835,63,3777,96680.63,542.58,"14.4%"
3836,63,5486,132589.97,744.1,"13.6%"
3837,68,7642,183884.74,1031.97,"13.5%"
3838,64,2263,85173.24,478,"21.1%"
3839,60,4868,119564.99,671.01,"13.8%"
3840,63,5870,144742.49,812.3,"13.8%"
3841,68,2569,78505.86,440.58,"17.1%"
3842,60,2607,87435.76,490.69,"18.8%"
3843,64,2755,91763.26,514.98,"18.7%"
3844,68,2908,75243.8,422.27,"14.5%"
3845,66,3682,93254.6,523.35,"14.2%"
3846,60,2746,91921.15,515.87,"18.8%"
3847,64,4847,117923.86,661.8,"13.7%"
3848,62,4566,127721.34,716.78,"15.7%"
3849,60,4685,111519.44,625.85,"13.4%"
3850,61,3869,92470.31,518.95,"13.4%"
3851,65,2185,56900.79,319.33,"14.6%"
3852,62,3455,104555.57,586.77,"17.0%"
3853,62,2454,61802.96,346.84,"14.1%"
3855,67,3289,88058.99,494.19,"15.0%"
3856,66,3296,101375.03,568.92,"17.3%"
3857,61,5987,174740.27,980.65,"16.4%"
3858,66,4503,127126.28,713.44,"15.8%"
3859,68,6671,175185.02,983.15,"14.7%"
3860,67,7682,201637.2,1131.6,"14.7%"
3861,61,2607,86554.64,485.75,"18.6%"
3862,68,6460,160582.07,901.2,"14.0%"
3863,67,5772,156337.25,877.37,"15.2%"
3864,68,4890,130770.33,733.89,"15.0%"
3865,65,2560,92355.91,518.31,"20.2%"
3866,61,4779,125153.97,702.37,"14.7%"
3867,65,7833,178610.42,1002.37,"12.8%"
3868,65,3490,114719.42,643.81,"18.4%"
3869,65,1135,46220.08,259.39,"22.9%"
3870,64,2453,86743.71,486.81,"19.8%"
3871,61,6749,174673.63,980.28,"14.5%"
3872,66,4450,112835.64,633.24,"14.2%"
3873,65,5774,135642.57,761.23,"13.2%"
3875,61,1475,34796.52,195.28,"13.2%"
3876,64,3565,108416.73,608.44,"17.1%"
3877,61,1785,73736.27,413.81,"23.2%"
3878,65,9221,243033.01,1363.92,"14.8%"
3879,67,5774,158260.43,888.17,"15.4%"
3880,61,2065,84485.88,474.14,"23.0%"
3881,61,6962,161184.88,904.58,"13.0%"
3882,67,2554,67432.72,378.44,"14.8%"
3883,66,9113,198564,1114.35,"12.2%"
3884,64,4868,132959.63,746.18,"15.3%"
3885,67,4007,122255.58,686.11,"17.1%"
3886,61,5704,147042.91,825.21,"14.5%"
3887,67,4038,96955.95,544.12,"13.5%"
3889,64,10095,242918.7,1363.27,"13.5%"
3890,67,5578,136606.36,766.64,"13.7%"
3891,67,1520,65012.8,364.86,"24.0%"
3893,60,8047,215903.83,1211.67,"15.1%"
3894,63,5238,120895.99,678.48,"13.0%"
3895,68,2964,89431.1,501.89,"16.9%"
3896,67,4938,136538.17,766.26,"15.5%"
3898,63,6240,170462.26,956.64,"15.3%"
3899,66,6746,170075.7,954.48,"14.1%"
3900,67,2490,83649.91,469.45,"18.9%"
3901,65,7495,196611.95,1103.4,"14.7%"
3902,60,7869,204874.62,1149.77,"14.6%"
3903,68,2196,71371.93,400.54,"18.2%"
3904,63,5282,158158.11,887.59,"16.8%"
3905,65,2058,75948.63,426.23,"20.7%"
3907,62,2352,79960.62,448.74,"19.1%"
3909,66,5131,112886.42,633.53,"12.3%"
3910,61,3973,126619.1,710.59,"17.9%"
3911,60,3102,96175.98,539.75,"17.4%"
3912,66,3317,92656.4,519.99,"15.7%"
3913,67,3879,98686.24,553.83,"14.3%"
3914,68,6050,154757.63,868.51,"14.4%"
3915,60,4416,114605.72,643.17,"14.6%"
3916,63,2946,81886.31,459.55,"15.6%"
3917,65,1077,56383.6,316.43,"29.4%"
3918,65,3840,93803.39,526.43,"13.7%"
3919,67,4592,122607.77,688.08,"15.0%"
3920,65,4783,131714.21,739.19,"15.5%"
3921,67,2034,79416.26,445.69,"21.9%"
3923,60,5394,141918.21,796.45,"14.8%"
3924,67,10070,252869.71,1419.12,"14.1%"
3925,68,2921,89142.68,500.27,"17.1%"
3926,63,3118,80663.06,452.69,"14.5%"
3927,61,7734,201612.5,1131.46,"14.6%"
3928,65,8585,225171.87,1263.68,"14.7%"
3929,65,3120,97956.3,549.74,"17.6%"
3930,65,4897,131782.15,739.57,"15.1%"
3931,61,4439,131656.34,738.86,"16.6%"
3932,68,3758,118661.75,665.94,"17.7%"
3933,63,5205,130392.08,731.77,"14.1%"
3934,67,1651,42009.43,235.76,"14.3%"
3935,64,3539,108904.78,611.18,"17.3%"
3936,65,1951,76193.83,427.6,"21.9%"
3937,60,1597,70196.84,393.95,"24.7%"
3938,60,6012,165009.87,926.05,"15.4%"
3939,60,10444,250404.53,1405.29,"13.5%"
3940,65,4283,136218.22,764.46,"17.8%"
3941,64,2191,72911.01,409.18,"18.7%"
3942,68,1107,27783.62,155.92,"14.1%"
3943,68,3580,91313.69,512.46,"14.3%"
3944,63,3233,94912.59,532.66,"16.5%"
3945,62,2999,79213.9,444.55,"14.8%"
3946,61,2988,76758.58,430.77,"14.4%"
3947,60,3900,88474.52,496.52,"12.7%"
3948,62,2057,64141.15,359.96,"17.5%"
3949,67,1439,36745.98,206.22,"14.3%"
3950,64,4084,122886.26,689.65,"16.9%"
3951,64,2373,55779.29,313.04,"13.2%"
3952,66,3097,94277.28,529.09,"17.1%"
3953,60,1863,50238.55,281.94,"15.1%"
3954,66,2388,75574.16,424.13,"17.8%"
3955,66,3523,84874.12,476.32,"13.5%"
3956,62,8186,206114.74,1156.73,"14.1%"
3957,67,4631,132517.79,743.7,"16.1%"
3959,60,4137,101621.64,570.31,"13.8%"
3961,65,2867,98379.19,552.11,"19.3%"
3962,60,6346,177074.61,993.75,"15.7%"
3964,66,3192,88908.85,498.96,"15.6%"
3965,63,3240,78072.04,438.15,"13.5%"
3966,65,5661,155416.44,872.21,"15.4%"
3967,64,5862,148580.42,833.84,"14.2%"
3969,63,4132,115054.72,645.69,"15.6%"
3970,64,2675,66862.04,375.23,"14.0%"
3971,61,5791,147780.31,829.35,"14.3%"
3973,60,9163,225013.3,1262.79,"13.8%"
3974,63,3493,110740.92,621.48,"17.8%"
3975,65,5666,132405.36,743.07,"13.1%"
3976,66,2243,77693.92,436.02,"19.4%"
3977,64,2559,84448.89,473.93,"18.5%"
3979,62,6029,134890.06,757.01,"12.6%"
3981,68,4542,132164.79,741.72,"16.3%"
3982,64,4099,104536.14,586.66,"14.3%"
3984,63,2316,67285.31,377.61,"16.3%"
3985,62,2838,85546.43,480.09,"16.9%"
3986,67,5526,145563.76,816.91,"14.8%"
3987,62,3912,102581.27,575.69,"14.7%"
3988,63,3791,94410.09,529.84,"14.0%"
3989,67,2094,57789.34,324.32,"15.5%"
3990,65,3525,86073.88,483.05,"13.7%"
3991,63,6285,154518.51,867.17,"13.8%"
3992,65,1760,46307.51,259.88,"14.8%"
3993,67,4599,129658.36,727.65,"15.8%"
3994,67,3524,80332.07,450.83,"12.8%"
3995,68,4671,123557.54,693.41,"14.8%"
3996,61,4432,107699.46,604.42,"13.6%"
3997,61,4762,129131.23,724.69,"15.2%"
3998,61,2852,67257.56,377.45,"13.2%"
3999,68,2876,100947.5,566.52,"19.7%"
4000,65,1863,72106.24,404.66,"21.7%"
4001,60,3082,77872.96,437.03,"14.2%"
4002,62,5452,143141.82,803.32,"14.7%"
4003,60,4059,119602.39,671.22,"16.5%"
4004,66,3234,79857,448.16,"13.9%"
4005,63,3754,106394.92,597.09,"15.9%"
4006,66,3189,97786.81,548.79,"17.2%"
4007,60,5942,147186.24,826.02,"13.9%"
4008,64,3744,92536.26,519.32,"13.9%"
4009,65,9616,226386.92,1270.5,"13.2%"
4010,62,2755,83663.54,469.52,"17.0%"
4011,67,7025,190897.21,1071.33,"15.3%"
4012,61,6535,167137.84,937.99,"14.4%"
4013,62,3006,76653.44,430.18,"14.3%"
4014,64,2432,63405.65,355.84,"14.6%"
4015,66,3561,94695.17,531.44,"14.9%"
4016,61,3771,91997.93,516.3,"13.7%"
4017,64,2158,65218.59,366.01,"17.0%"
4018,62,1553,64622.72,362.67,"23.4%"
4019,66,5713,129662.6,727.67,"12.7%"
4020,63,1500,38220.22,214.49,"14.3%"
4021,61,3311,111286.08,624.54,"18.9%"
4023,60,6643,164723.77,924.44,"13.9%"
4024,63,6718,171422.73,962.03,"14.3%"
4025,62,7854,186857.5,1048.66,"13.4%"
4026,67,5894,161360.65,905.57,"15.4%"
4027,63,7797,187964.35,1054.87,"13.5%"
4028,67,5171,127207.94,713.9,"13.8%"
4029,65,3785,111922.65,628.12,"16.6%"
4030,64,2193,79911.98,448.47,"20.5%"
4031,60,6369,163240.39,916.11,"14.4%"
4032,63,5567,133384.35,748.56,"13.4%"
4034,65,2168,73598.19,413.04,"19.1%"
4035,68,4898,140866.14,790.55,"16.1%"
4036,66,8909,224016.09,1257.19,"14.1%"
4037,66,2525,73295.59,411.34,"16.3%"
4039,63,1744,56682.13,318.1,"18.2%"
4040,63,4536,110667.23,621.07,"13.7%"
4041,61,8180,188966.96,1060.49,"13.0%"
4042,63,5402,142022.83,797.04,"14.8%"
4043,67,2183,68864.47,386.47,"17.7%"
4045,61,6255,174473.88,979.16,"15.7%"
4046,62,6879,168803.08,947.33,"13.8%"
4047,65,3667,104690.19,587.53,"16.0%"
4048,61,2995,97608.27,547.78,"18.3%"
4049,61,4966,112761.6,632.82,"12.7%"
4050,63,1752,47769.94,268.09,"15.3%"
4051,62,2798,67160.4,376.91,"13.5%"
4052,60,3000,96057.42,539.08,"18.0%"
4053,65,4474,127458.45,715.3,"16.0%"
4054,68,5323,136692.91,767.13,"14.4%"
4055,66,8879,229108.26,1285.77,"14.5%"
4056,63,5545,164567.22,923.56,"16.7%"
4058,68,2240,60256.14,338.16,"15.1%"
4059,70,3181,87260.93,489.71,"15.4%"
4060,73,2833,85521.23,479.95,"16.9%"
4061,74,2214,57872.27,324.78,"14.7%"
4062,75,2364,80073.28,449.38,"19.0%"
4063,72,2114,73031.49,409.86,"19.4%"
4064,73,4169,107079.53,600.94,"14.4%"
4065,73,2964,79558.57,446.49,"15.1%"
4066,78,3834,99601.31,558.97,"14.6%"
4067,70,5284,138812.77,779.03,"14.7%"
4068,74,1448,64626.71,362.69,"25.0%"
4069,70,2024,58488.07,328.24,"16.2%"
4070,71,1499,38077.93,213.7,"14.3%"
4071,72,2617,74866.63,420.16,"16.1%"
4072,73,1090,37685.8,211.49,"19.4%"
4073,74,3840,101598.75,570.18,"14.8%"
4074,73,3049,104567.68,586.84,"19.2%"
4075,74,1803,54740.36,307.21,"17.0%"
4076,72,2843,75700.55,424.84,"14.9%"
4077,76,2104,71330.84,400.31,"19.0%"
4078,74,4142,111814.62,627.51,"15.1%"
4079,73,4051,101470.07,569.46,"14.1%"
4080,75,2863,96415.47,541.09,"18.9%"
4081,76,2087,54647.09,306.68,"14.7%"
4082,73,3605,95228.68,534.43,"14.8%"
4083,75,3498,117696.09,660.52,"18.9%"
4084,71,7831,211111.3,1184.77,"15.1%"
4085,76,2110,70336.05,394.73,"18.7%"
4086,78,828,51690.19,290.09,"35.0%"
4087,71,4885,138417.25,776.81,"15.9%"
4088,76,2608,70930.44,398.07,"15.3%"
4089,70,3892,105640.65,592.86,"15.2%"
4090,78,3287,101740.8,570.98,"17.4%"
4091,72,5019,132506.94,743.64,"14.8%"
4092,77,4322,113461.44,636.75,"14.7%"
4093,69,2766,66517.05,373.3,"13.5%"
4094,77,6428,168919.65,947.99,"14.7%"
4095,76,5310,146532.87,822.35,"15.5%"
4096,70,2144,53857,302.25,"14.1%"
4097,76,2783,82884.57,465.15,"16.7%"
4098,73,6679,154212.17,865.45,"13.0%"
4099,77,4220,96581.57,542.02,"12.8%"
4100,69,3410,102378.61,574.56,"16.8%"
9103,66,4911,126615.03,710.57,"14.5%"
9104,68,5826,152313.75,854.79,"14.7%"
9105,64,5910,140191.9,786.77,"13.3%"
9106,62,3947,114228.84,641.06,"16.2%"
9107,64,4106,102038.47,572.65,"13.9%"
9108,63,5812,148683.46,834.42,"14.4%"
9110,67,2904,75512.77,423.78,"14.6%"
9111,63,4539,138501.24,777.28,"17.1%"
9112,64,12093,282455.39,1585.16,"13.1%"
9113,64,4702,125804.64,706.02,"15.0%"
9114,66,2474,59757.51,335.36,"13.6%"
9115,67,3853,112565.11,631.72,"16.4%"
9116,64,3522,96103.18,539.34,"15.3%"
9117,63,4414,129733.36,728.07,"16.5%"
9118,62,1819,50540.27,283.64,"15.6%"
9119,64,3995,102667.92,576.18,"14.4%"
9120,62,3546,96833.87,543.44,"15.3%"
9121,67,8717,225203.86,1263.86,"14.5%"
9122,65,5825,127945.32,718.04,"12.3%"
9123,63,11627,314976.32,1767.67,"15.2%"
9124,61,2639,88884.09,498.82,"18.9%"
9125,68,4701,136691.06,767.12,"16.3%"
9126,64,3232,99212.63,556.79,"17.2%"
9127,63,3431,86593.66,485.97,"14.2%"
9128,64,7643,192235.24,1078.84,"14.1%"
9129,60,1233,31933.1,179.21,"14.5%"
9130,66,4594,104811.04,588.21,"12.8%"
9131,60,4055,100719.94,565.25,"13.9%"
9132,68,5143,120016.21,673.54,"13.1%"
9133,61,11872,295139.15,1656.34,"14.0%"
9134,68,2545,78112.44,438.37,"17.2%"
9136,66,3407,106899.57,599.93,"17.6%"
9137,60,5354,141961.45,796.7,"14.9%"
9138,64,5874,152919.54,858.19,"14.6%"
9139,67,2373,59962.58,336.51,"14.2%"
9140,66,4180,113853.66,638.95,"15.3%"
9141,67,5632,156724.23,879.55,"15.6%"
9143,61,2813,65931.68,370.01,"13.2%"
9144,63,2832,85501.16,479.84,"16.9%"
9145,65,5686,163740.97,918.92,"16.2%"
9146,62,3684,93492.22,524.68,"14.2%"
9147,61,7237,177840.37,998.05,"13.8%"
9148,66,2294,56028.02,314.43,"13.7%"
9149,61,4533,123567.92,693.47,"15.3%"
9150,60,1577,44282.11,248.51,"15.8%"
9151,61,6483,150536.06,844.82,"13.0%"
9152,62,4166,108015.65,606.19,"14.6%"
9153,60,1484,49850.58,279.76,"18.9%"
9154,66,4864,141495.68,794.08,"16.3%"
9155,68,6801,171298.29,961.34,"14.1%"
9156,62,6711,182150.99,1022.24,"15.2%"
9157,65,3977,100813.47,565.77,"14.2%"
9159,61,12120,273246.75,1533.48,"12.7%"
9160,64,3652,89162.56,500.39,"13.7%"
9161,68,4938,146917.02,824.51,"16.7%"
9162,60,5679,148723.63,834.65,"14.7%"
9163,64,10053,267809.29,1502.96,"15.0%"
9164,68,5479,153411.61,860.96,"15.7%"
9165,65,2644,85619.64,480.5,"18.2%"
9167,67,5900,160137.67,898.7,"15.2%"
9168,68,4635,120153.47,674.31,"14.5%"
9169,62,8637,220551.77,1237.75,"14.3%"
9170,61,3031,70705.09,396.8,"13.1%"
9171,61,2169,64673,362.95,"16.7%"
9172,63,5415,153713.01,862.65,"15.9%"
9173,62,1613,50152.5,281.46,"17.4%"
9174,67,2955,77791.4,436.57,"14.8%"
9175,63,4241,119180.48,668.85,"15.8%"
9176,63,2552,89369.92,501.55,"19.7%"
9177,61,3282,80113.51,449.6,"13.7%"
9178,63,6125,163276.92,916.32,"15.0%"
9179,67,3567,90838.96,509.79,"14.3%"
9180,66,8032,198987.49,1116.73,"13.9%"
9181,68,5517,141592.16,794.62,"14.4%"
9182,65,13642,324787.01,1822.72,"13.4%"
9183,64,4529,104208.41,584.82,"12.9%"
9185,68,6009,163716.59,918.79,"15.3%"
9186,63,2901,87136.17,489.01,"16.9%"
9187,60,4279,105830.7,593.93,"13.9%"
9188,62,2044,71683.47,402.29,"19.7%"
9189,62,4618,117644.37,660.23,"14.3%"
9190,61,4828,126278.87,708.68,"14.7%"
9192,63,2326,59991.76,336.68,"14.5%"
9193,62,6406,162186.01,910.2,"14.2%"
9194,66,4959,142349.21,798.87,"16.1%"
9195,61,1145,40186.29,225.53,"19.7%"
9196,67,5200,124302.11,697.59,"13.4%"
9197,61,3169,99297.36,557.26,"17.6%"
9199,68,8535,212914.06,1194.89,"14.0%"
9200,61,3462,108444.09,608.59,"17.6%"
9202,60,9162,216800.09,1216.7,"13.3%"
9204,68,6241,171426.03,962.05,"15.4%"
9205,62,3455,110835.95,622.02,"18.0%"
9206,65,4322,116604.99,654.39,"15.1%"
9208,65,6632,152446.54,855.54,"12.9%"
9209,67,9398,252646.33,1417.87,"15.1%"
9210,63,6697,154952.01,869.6,"13.0%"
9211,60,3091,73668.32,413.43,"13.4%"
9213,65,1874,58368.37,327.57,"17.5%"
9214,67,5556,155932.37,875.1,"15.8%"
9215,68,14642,358263.63,2010.6,"13.7%"
9216,64,3806,119529.05,670.8,"17.6%"
9217,65,3401,116520.56,653.92,"19.2%"
9218,62,3212,89702.11,503.41,"15.7%"
9219,62,2516,73969.41,415.12,"16.5%"
9220,67,3458,107901.99,605.55,"17.5%"
9221,67,3634,117865.95,661.47,"18.2%"
9222,63,3469,86764,486.92,"14.0%"
9223,62,8617,219905.9,1234.13,"14.3%"
9224,64,4195,109987.08,617.25,"14.7%"
9225,68,8771,216092.69,1212.73,"13.8%"
9226,65,3229,76444.96,429.01,"13.3%"
9227,61,8748,221527.26,1243.22,"14.2%"
9228,60,8240,197125.39,1106.28,"13.4%"
9229,60,2980,92030.34,516.48,"17.3%"
9230,61,5082,126494.65,709.9,"14.0%"
9231,63,2785,84383.21,473.56,"17.0%"
9232,66,4968,118578.25,665.47,"13.4%"
9233,67,4138,97730.99,548.47,"13.3%"
9234,63,5203,118653.65,665.89,"12.8%"
9235,68,1903,66068.72,370.78,"19.5%"
9236,67,984,32971.29,185.04,"18.8%"
9237,65,5701,148328.72,832.43,"14.6%"
9238,67,5228,128505.96,721.18,"13.8%"
9239,64,2709,80808.28,453.5,"16.7%"
9241,62,6582,178533.34,1001.94,"15.2%"
9242,66,4437,105780.26,593.65,"13.4%"
9243,66,7558,184212.32,1033.81,"13.7%"
9244,62,2026,68316.81,383.4,"18.9%"
9245,61,5560,134202.71,753.15,"13.5%"
9246,62,3446,96785.2,543.16,"15.8%"
9247,66,3175,86080.99,483.09,"15.2%"
9248,61,5085,141635.16,794.87,"15.6%"
9249,61,3800,108457.78,608.67,"16.0%"
9250,60,2282,55246.69,310.05,"13.6%"
9251,66,8279,203261.21,1140.71,"13.8%"
9252,62,3549,80232.6,450.27,"12.7%"
9253,68,3641,109689.06,615.58,"16.9%"
9254,63,8128,212804.17,1194.27,"14.7%"
9255,61,9821,228526.95,1282.51,"13.1%"
9256,66,2464,72598.75,407.43,"16.5%"
9257,67,4272,131542.59,738.23,"17.3%"
9258,64,2645,84271.29,472.94,"17.9%"
9259,68,4017,117457.76,659.18,"16.4%"
9260,65,3215,76488.15,429.26,"13.4%"
9261,60,3894,98521.16,552.91,"14.2%"
9262,64,2221,59281.96,332.69,"15.0%"
9263,64,4575,119304.47,669.54,"14.6%"
9264,60,5980,157431.71,883.52,"14.8%"
9265,60,5686,142835.99,801.6,"14.1%"
9268,62,6110,166254.89,933.03,"15.3%"
9269,65,2531,62042.46,348.19,"13.8%"
9270,63,2677,91972.73,516.16,"19.3%"
9271,64,4691,133378.55,748.53,"16.0%"
9272,67,10846,245089.74,1375.46,"12.7%"
9275,65,4747,113685.29,638.01,"13.4%"
9276,61,5896,135191.14,758.7,"12.9%"
9277,61,2101,50200.59,281.73,"13.4%"
9278,66,5260,136293.46,764.89,"14.5%"
9280,64,4740,130276.09,731.12,"15.4%"
9281,64,8281,197617.22,1109.04,"13.4%"
9282,67,4846,134841.58,756.74,"15.6%"
9283,67,3560,105968.56,594.7,"16.7%"
9284,61,6980,164902.28,925.44,"13.3%"
9285,68,2131,72340.04,405.98,"19.1%"
9286,62,8059,202648.3,1137.27,"14.1%"
9287,64,4546,125647.5,705.14,"15.5%"
9288,62,2679,80117.17,449.62,"16.8%"
9289,65,13924,327143.26,1835.95,"13.2%"
9290,66,3950,105122.6,589.95,"14.9%"
9292,62,12060,289193.01,1622.97,"13.5%"
9293,68,2285,55111.64,309.29,"13.5%"
9294,61,5429,154359.63,866.28,"16.0%"
9295,62,7438,179215.34,1005.77,"13.5%"
9296,61,3773,99978.96,561.09,"14.9%"
9297,64,5733,153328.47,860.49,"15.0%"
9298,68,2606,74227.79,416.57,"16.0%"
9299,65,4154,118688.37,666.09,"16.0%"
9300,66,5444,129748.34,728.16,"13.4%"
9301,68,2886,87187.64,489.3,"17.0%"
9302,65,8307,197044.52,1105.83,"13.3%"
9303,62,8746,206811.46,1160.64,"13.3%"
9304,64,3310,90297.82,506.76,"15.3%"
9305,61,6248,173103.58,971.47,"15.5%"
9306,65,4017,93733.82,526.04,"13.1%"
9307,62,5557,163161.14,915.67,"16.5%"
9308,66,5961,144203.93,809.28,"13.6%"
9309,61,19231,447615.96,2512.05,"13.1%"
9311,67,5404,147219.83,826.21,"15.3%"
9312,60,7235,201507.32,1130.87,"15.6%"
9313,66,5108,130530.1,732.54,"14.3%"
9314,67,9218,217581.69,1221.08,"13.2%"
9315,62,8995,216652.31,1215.87,"13.5%"
9316,62,4262,104904.02,588.73,"13.8%"
9317,60,2343,59176.73,332.1,"14.2%"
9319,62,4949,116236.2,652.32,"13.2%"
9320,67,3144,75330.97,422.76,"13.4%"
9321,62,4493,121490.98,681.81,"15.2%"
9322,60,9183,247343.59,1388.11,"15.1%"
9323,60,5311,149825.12,840.83,"15.8%"
9324,65,5040,132095.92,741.33,"14.7%"
9325,63,4783,128658.23,722.04,"15.1%"
9326,68,7402,186892.14,1048.85,"14.2%"
9327,68,4749,136693.61,767.13,"16.2%"
9328,65,5719,132274.36,742.33,"13.0%"
9329,60,7004,176782.59,992.11,"14.2%"
9330,63,3830,102249.31,573.83,"15.0%"
9331,64,3222,101881.97,571.77,"17.7%"
9332,64,4032,104319.98,585.45,"14.5%"
9333,62,3241,100288.86,562.83,"17.4%"
9335,64,2944,104324.21,585.47,"19.9%"
9336,68,4715,113528.18,637.13,"13.5%"
9337,62,15149,363368.95,2039.25,"13.5%"
9338,60,3429,85393.68,479.23,"14.0%"
9339,68,4745,127128.8,713.45,"15.0%"
9340,68,4045,131166.37,736.11,"18.2%"
9341,68,3683,116113.2,651.63,"17.7%"
9343,61,2548,69771.09,391.56,"15.4%"
9344,65,3061,76059.95,426.85,"13.9%"
9345,68,7179,160472.5,900.58,"12.5%"
9346,67,3697,111036.73,623.14,"16.9%"
9347,61,4998,124469.27,698.53,"14.0%"
9348,67,7451,196734.21,1104.08,"14.8%"
9349,63,6708,172738.49,969.42,"14.5%"
9350,68,6977,190422.66,1068.66,"15.3%"
9351,64,6714,181668.26,1019.53,"15.2%"
9353,64,3546,105942.25,594.55,"16.8%"
9354,60,6132,150305.76,843.53,"13.8%"
9355,60,2453,60906.9,341.81,"13.9%"
9356,62,7171,194072.8,1089.15,"15.2%"
9357,65,2692,65839.76,369.5,"13.7%"
9358,66,6125,160150.76,898.78,"14.7%"
9359,61,4935,144175.67,809.12,"16.4%"
9360,66,4465,123344.64,692.22,"15.5%"
9361,65,2301,81319.05,456.37,"19.8%"
9362,66,10139,242653.74,1361.79,"13.4%"
9363,68,4678,136327.17,765.08,"16.4%"
9364,65,5899,163115.51,915.41,"15.5%"
9365,67,5863,168286.08,944.43,"16.1%"
9366,67,7825,218050.99,1223.72,"15.6%"
9367,60,2656,78653.25,441.41,"16.6%"
9368,66,5014,136212.74,764.43,"15.2%"
9369,60,4884,146888.75,824.35,"16.9%"
9370,61,7797,205723.22,1154.53,"14.8%"
9371,62,12610,330549.99,1855.07,"14.7%"
9372,66,9250,243182.64,1364.76,"14.8%"
9373,64,4214,107365.13,602.54,"14.3%"
9374,68,5958,149161.87,837.11,"14.1%"
9375,60,3323,100949.32,566.53,"17.0%"
9376,67,1620,57671.62,323.66,"20.0%"
9377,66,2290,57589.61,323.2,"14.1%"
9378,68,4649,117569.97,659.81,"14.2%"
9380,63,3292,98751.81,554.2,"16.8%"
9381,68,5443,139065.52,780.44,"14.3%"
9382,68,5280,120715.33,677.46,"12.8%"
9383,68,3868,107929.67,605.71,"15.7%"
9384,67,5570,159523.44,895.26,"16.1%"
9385,62,2939,100023.26,561.34,"19.1%"
9386,61,3319,105373.44,591.36,"17.8%"
9387,65,2622,92080.14,516.76,"19.7%"
9388,67,6676,191937.18,1077.16,"16.1%"
9389,68,6623,176082.63,988.19,"14.9%"
9390,64,3424,108923.3,611.28,"17.9%"
9391,68,4066,111910.49,628.05,"15.4%"
9393,65,5279,139551.36,783.17,"14.8%"
9395,60,3794,108945.45,611.41,"16.1%"
9396,68,5919,159100.79,892.88,"15.1%"
9397,68,4427,122319.1,686.46,"15.5%"
9398,65,1016,55418.35,311.01,"30.6%"
9399,64,2394,83000.51,465.8,"19.5%"
9401,64,5364,133424.82,748.79,"14.0%"
9403,63,2860,76321.45,428.32,"15.0%"
9404,64,2362,71565.91,401.63,"17.0%"
9405,61,6102,149247.54,837.59,"13.7%"
9406,60,2119,69674.57,391.02,"18.5%"
9407,61,4424,119274.02,669.37,"15.1%"
9408,62,2299,61141.55,343.13,"14.9%"
9409,65,1696,55950.02,313.99,"18.5%"
9410,68,3471,98758.37,554.24,"16.0%"
9411,64,3573,96875.48,543.67,"15.2%"
9412,67,10735,264901,1486.64,"13.8%"
9413,64,2158,66042.54,370.63,"17.2%"
9414,64,4290,117119.53,657.28,"15.3%"
